# BEAST v10.5.0
# Generated Mon Apr 13 22:17:07 BRT 2026 [seed=1776129426974]
# CDV_GTRG4_skygrid_relaxed_4traits.xml
state	host_1.rates.Carnivora.Primates	host_1.rates.Primates.Carnivora	host_1.indicators.Carnivora.Primates	host_1.indicators.Primates.Carnivora	host_1.nonZeroRates
0	1.0	1.0	1.0	1.0	2.0
10000	1.0738396393255623	1.3523341470333177	1.0	1.0	2.0
20000	2.7378845311446094	0.958877529568252	1.0	1.0	2.0
30000	1.1206220784335295	0.6299528530036522	1.0	1.0	2.0
40000	0.11538076898612716	0.26299921271789295	1.0	1.0	2.0
50000	0.8780498188105806	0.4433283343573379	1.0	1.0	2.0
60000	1.9484682160780844	1.1479328266708793	1.0	1.0	2.0
70000	0.565944190872413	0.9855305012227845	1.0	1.0	2.0
80000	0.6411181487418608	0.0686453775076195	1.0	1.0	2.0
90000	0.8463412170763737	1.5442491803716931	1.0	1.0	2.0
100000	0.38454148591919857	0.025834255146983773	1.0	1.0	2.0
110000	0.7478810891217068	0.298955220406611	1.0	1.0	2.0
120000	3.6227762495555056	0.03286297632237645	1.0	1.0	2.0
130000	1.0392248036171783	0.8376936901537408	1.0	1.0	2.0
140000	0.2143233892316042	1.3050614623305814	1.0	1.0	2.0
150000	0.39672672962198635	0.3118308312479293	1.0	1.0	2.0
160000	2.393577674146369	0.7006320589853277	1.0	1.0	2.0
170000	4.862974134339433	0.41143707310339456	1.0	1.0	2.0
180000	1.0531863532249193	0.6499218688296171	1.0	1.0	2.0
190000	1.5144608302142677	0.41583678189015155	1.0	1.0	2.0
200000	0.9903727859160916	0.12143066752302209	1.0	1.0	2.0
210000	1.4879716332873918	0.42078988284965396	1.0	1.0	2.0
220000	0.9813709664729591	0.4487464378984188	1.0	1.0	2.0
230000	0.4694207170834244	3.049807456293085	1.0	1.0	2.0
240000	1.7360265837900768	0.45106088347590173	1.0	1.0	2.0
250000	0.42099668181758465	0.33308799710215536	1.0	1.0	2.0
260000	1.636473205662976	0.1449148050812243	1.0	1.0	2.0
270000	0.8297445523657511	0.06045331065421988	1.0	1.0	2.0
280000	5.923360217561366	0.3693980187757339	1.0	1.0	2.0
290000	4.6990468673816075	0.25703066542667197	1.0	1.0	2.0
300000	1.0485470653329056	0.5564653004141162	1.0	1.0	2.0
310000	0.4966427049866321	0.7641346236183721	1.0	1.0	2.0
320000	1.200604619900697	0.25770892920876587	1.0	1.0	2.0
330000	0.4987905514918007	0.1835912370495726	1.0	1.0	2.0
340000	0.5865581825236937	0.3854216519252619	1.0	1.0	2.0
350000	2.6501201376690022	0.8180790420459875	1.0	1.0	2.0
360000	0.5761072170178949	0.1199723133881182	1.0	1.0	2.0
370000	1.0157535470300225	0.3049321687923485	1.0	1.0	2.0
380000	2.544680051754297	2.302164853592584	1.0	1.0	2.0
390000	2.6881099419499277	0.09944752438184738	1.0	1.0	2.0
400000	0.5436557274242152	0.04356395354776631	1.0	1.0	2.0
410000	1.2750247164274824	0.706390580719286	1.0	1.0	2.0
420000	0.7198430786199725	0.304818313731742	1.0	1.0	2.0
430000	1.0272191031684457	0.9564480431370217	1.0	1.0	2.0
440000	1.7388773311249897	0.17987444582281484	1.0	1.0	2.0
450000	0.6944129346010391	0.5310258128464048	1.0	1.0	2.0
460000	2.2285520160705476	0.5320193241297233	1.0	1.0	2.0
470000	1.981790767239857	0.7184317449538061	1.0	1.0	2.0
480000	0.3692628253391483	0.12483496229298781	1.0	1.0	2.0
490000	1.2433709962931732	0.43796144507298074	1.0	1.0	2.0
500000	0.8932100116404117	0.4060611476773936	1.0	1.0	2.0
