# BEAST v10.5.0
# Generated Fri Apr 10 10:16:14 BRT 2026 [seed=1775826973814]
# CDV_GTRG4_skygrid_relaxed_4traits.xml
state	location_2.rates.Argentina.Brazil	location_2.rates.Argentina.Gabon	location_2.rates.Argentina.Germany	location_2.rates.Argentina.Hungary	location_2.rates.Argentina.Italy	location_2.rates.Argentina.Uruguay	location_2.rates.Brazil.Gabon	location_2.rates.Brazil.Germany	location_2.rates.Brazil.Hungary	location_2.rates.Brazil.Italy	location_2.rates.Brazil.Uruguay	location_2.rates.Gabon.Germany	location_2.rates.Gabon.Hungary	location_2.rates.Gabon.Italy	location_2.rates.Gabon.Uruguay	location_2.rates.Germany.Hungary	location_2.rates.Germany.Italy	location_2.rates.Germany.Uruguay	location_2.rates.Hungary.Italy	location_2.rates.Hungary.Uruguay	location_2.rates.Italy.Uruguay	location_2.rates.Brazil.Argentina	location_2.rates.Gabon.Argentina	location_2.rates.Germany.Argentina	location_2.rates.Hungary.Argentina	location_2.rates.Italy.Argentina	location_2.rates.Uruguay.Argentina	location_2.rates.Gabon.Brazil	location_2.rates.Germany.Brazil	location_2.rates.Hungary.Brazil	location_2.rates.Italy.Brazil	location_2.rates.Uruguay.Brazil	location_2.rates.Germany.Gabon	location_2.rates.Hungary.Gabon	location_2.rates.Italy.Gabon	location_2.rates.Uruguay.Gabon	location_2.rates.Hungary.Germany	location_2.rates.Italy.Germany	location_2.rates.Uruguay.Germany	location_2.rates.Italy.Hungary	location_2.rates.Uruguay.Hungary	location_2.rates.Uruguay.Italy	location_2.indicators.Argentina.Brazil	location_2.indicators.Argentina.Gabon	location_2.indicators.Argentina.Germany	location_2.indicators.Argentina.Hungary	location_2.indicators.Argentina.Italy	location_2.indicators.Argentina.Uruguay	location_2.indicators.Brazil.Gabon	location_2.indicators.Brazil.Germany	location_2.indicators.Brazil.Hungary	location_2.indicators.Brazil.Italy	location_2.indicators.Brazil.Uruguay	location_2.indicators.Gabon.Germany	location_2.indicators.Gabon.Hungary	location_2.indicators.Gabon.Italy	location_2.indicators.Gabon.Uruguay	location_2.indicators.Germany.Hungary	location_2.indicators.Germany.Italy	location_2.indicators.Germany.Uruguay	location_2.indicators.Hungary.Italy	location_2.indicators.Hungary.Uruguay	location_2.indicators.Italy.Uruguay	location_2.indicators.Brazil.Argentina	location_2.indicators.Gabon.Argentina	location_2.indicators.Germany.Argentina	location_2.indicators.Hungary.Argentina	location_2.indicators.Italy.Argentina	location_2.indicators.Uruguay.Argentina	location_2.indicators.Gabon.Brazil	location_2.indicators.Germany.Brazil	location_2.indicators.Hungary.Brazil	location_2.indicators.Italy.Brazil	location_2.indicators.Uruguay.Brazil	location_2.indicators.Germany.Gabon	location_2.indicators.Hungary.Gabon	location_2.indicators.Italy.Gabon	location_2.indicators.Uruguay.Gabon	location_2.indicators.Hungary.Germany	location_2.indicators.Italy.Germany	location_2.indicators.Uruguay.Germany	location_2.indicators.Italy.Hungary	location_2.indicators.Uruguay.Hungary	location_2.indicators.Uruguay.Italy	location_2.nonZeroRates
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42.0
10000	1.0188532879739425	0.5055768837024287	2.726422252928257	0.13052627317935978	0.24266402326517406	0.13236213132421207	0.29464192480116597	0.3142903082228226	0.5421209575505384	3.1586907294712434	0.43882625983804713	3.6178616488479336	0.6270794177588698	0.7758466520957192	1.5406625325133056	0.19611489901322698	5.780685094300492	1.0733793971615622	2.06272814400014	0.6916548216704398	0.253016870364146	1.110847973434297	1.7004676544646522	2.2559058154142657	0.5212660077292453	2.546572119211614	0.9515183488227283	3.680931499021717	0.7315620381817922	1.4299609194227716	1.06387037238863	0.8073362361809088	0.6880991281038793	2.446510687652331	0.15017436796354738	0.17329034197079837	1.4630967581987993	0.6810538755303374	2.830226694494085	0.37412224008567974	3.3754534104392193	0.655977530745247	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	16.0
20000	0.43520347901357087	0.1045216178945893	0.6856101261205995	0.7732535373083914	0.4444118053645111	0.4411344267018599	0.5854409692469466	0.24858956513395114	0.6855644791392265	2.4670343766357825	1.8515053116809927	1.0114169736257774	0.6718503520636698	1.4630473327287699	2.841794519667607	0.7995508699014812	0.9360066961249658	1.9569730122737408	1.9984810378380957	0.2154723737014211	0.38651529288171826	1.5477343118662599	0.9249573065330656	0.8735729704113881	0.9067699664204588	3.3962208314032516	1.3899378261150264	3.1760451911902985	0.7355754423859658	5.017444258115446	0.4629059483221974	1.577120625563131	1.6094516041635558	0.5737404334315453	2.7691750176074663	0.17681221619190204	1.9382697049886612	2.092709318026544	4.071148831286011	0.3452055088681388	1.276024113829893	0.8139975455898575	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	14.0
30000	0.13461220867093157	0.008203104433677633	0.502803319438863	1.3625205672802652	0.8303097404938142	0.9362349414891755	1.478817805250199	1.2170814024698415	0.3192822135538932	0.930067222778516	0.9079979747192768	0.12479877547956493	2.4187266376100265	0.19041722100395017	0.31407477155459435	3.6949810399431264	3.8207245683772353	0.7658665169945987	2.1341582694881107	0.13942366644868948	0.8822290348800409	1.1158028986203359	1.7377815683954192	1.1631181779101514	2.114794247812307	0.9244936493169078	0.9476400526518042	0.28920798114142415	0.641837476555262	0.8767913286792675	5.286484681313012	0.7279822279278255	0.49671930432135036	0.17254247294929298	4.326477411707627	1.2865552291870528	2.362278260264374	0.5633253503065172	0.7215896607838459	0.1341643751832188	1.7637826946408168	1.0829226347572671	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	16.0
40000	0.2615852896944748	0.041133981711669015	0.30738848758361487	4.425725055456425	1.077834895741514	0.539535664544786	0.9031653634882124	0.7614493358628905	1.6779214494690813	0.9926509002973465	2.0279382036342364	1.5046134154689093	2.718990947248363	0.520669071540011	0.20067774105555147	0.5297589719335503	0.5976568888580501	0.739282363568646	2.2493059096305394	0.2212853627482073	1.7685040471229063	0.8018423372808119	2.1738750372278357	2.043050676305663	0.6041142125893355	1.44167749030998	0.1024177199538516	1.6801380656745333	0.5522838817618021	0.2439489504589679	4.129581704290774	0.5513806265821044	1.6034067302768205	0.03553228984190664	1.8447171607463864	2.211727410225235	2.414629789271005	0.7988476238521823	0.32710571166179797	0.1529647442640399	1.630470955281305	0.542357853192029	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	13.0
50000	1.214366190341923	0.11222107630668018	0.17076934433518587	0.9641898581060214	0.5294036547348592	0.30719465773446597	1.0093765373237642	1.34200216413988	2.112516190993868	1.2680026668606637	1.4686307621948362	0.7892157482575172	2.0040423115021335	0.5141170520068407	0.07253319728003398	1.0032335183865053	0.2833406722638362	0.6004791353699361	1.5212959949991416	0.43302297415167335	0.18398447544996807	0.6761649580060982	1.8205835493976785	1.3761474303833305	2.1964359748005386	0.9054784643292876	0.39705249207061993	3.0493735661324313	0.4603931298077176	0.644351915976495	3.7681682492691206	0.6089848733550273	1.952666076653629	0.04395617148763459	0.7248946396214929	2.1565087570201817	0.6134182855221446	0.6235536899047045	0.3143224940274354	0.0532426909110665	2.824440164993706	2.80698159984454	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0
60000	1.0105448805983472	0.14003438871009732	1.5852937237967442	0.6985283709564666	1.7959154287842691	2.18819224274408	0.46536586200416413	0.7189338751264298	0.8942668137556639	1.7657422662146611	0.9048825077335827	0.34431519551672496	1.7926026149887069	1.2447871130458084	0.09689259361158181	2.078441049381572	0.724768805637206	0.24481171578290598	0.9563800739599536	0.2859184113475766	1.01796496573381	0.9487701106818974	0.524149931463833	0.13290137913427374	1.6547326019853899	0.8763590902271767	1.0680244726454056	1.4775232827014486	0.36476787664826915	0.4651305413810527	4.764799598309549	1.0638420339073826	0.8372318802865452	0.017431483564087795	1.0066099479866735	0.7430816884815522	1.205273077023942	1.1493827144351418	0.6461358648769119	0.302843686551646	2.273212676244252	3.4448036260568973	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	13.0
70000	0.3269054722237088	0.7478038388139249	2.372142392510179	1.0395207385918055	1.8967207330013596	0.4882746481247493	1.0704103954499806	1.7554997243037096	0.7737687665234249	2.1319285381195985	0.779215156844737	0.07805945281813553	0.2706506555182724	0.703452028178466	0.38748296675430993	1.2771210266264368	0.7841112464559641	0.13010964938812072	0.5888949261653877	2.2434256525260565	2.6686001739228478	0.7426263945073904	0.06535146117329817	0.29467189841454033	0.7987813014929547	1.9704567803915638	2.1909375462522553	0.656003491831274	0.25030358834528865	0.4994891221780661	1.4745548720428776	0.10558869229463994	0.5076879420591217	0.004785573075451887	2.976928428352748	1.5810403481655615	0.7164453519449342	0.6323284814311975	0.28645835649842616	3.1536005540572827	2.0492559349511663	1.691495954578865	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	13.0
80000	0.0209110079991138	0.15289865327167393	0.5937855277855555	0.10098201096386812	2.3486801770607615	1.8852315980264553	1.4397678482623884	0.5633120869614753	0.371884078158181	0.9065775922710045	0.7336370021884632	0.07861238501003683	0.12865212416988903	0.5502113641896471	0.05309958455509177	0.05964210186976722	0.7184627772317982	4.624144610585726	2.117620800021179	1.0557737025891882	1.2606716600349817	1.0168741639406473	0.040224981373253484	1.7406565570648402	0.46942157568235043	3.043773676841899	0.09673923209338257	0.9346449129785142	0.07398122874468752	2.3451443446716245	0.3476480836217899	1.2844616402732214	3.173135489640893	0.007864997458978609	1.1359476781839932	2.1908910632315997	2.702117732835173	0.28788699911682536	0.050301825387295926	0.7215253955464845	1.8728045103249615	1.8050553614127898	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	15.0
90000	2.1423717197988785	0.5596167297037277	1.0212380814371287	0.4457002691212666	1.4278463299520723	0.6815107836541151	0.5318806649533668	0.1421299437213927	0.6976131119751785	1.9055210383143446	1.3471150781822538	1.8065269538545978	0.5675578977561745	2.34860656488824	0.012430390469044351	0.19091890948045398	0.02890076107408152	1.1966536400391652	0.5550795464838941	2.044729297398114	0.33980516931778393	0.4033070778490278	0.04569825873876413	1.4865212431004953	0.7206324182232432	1.4836826498816909	1.1543111630080936	1.1827219578174295	0.19414799720474812	0.16338544546922154	0.05420430900252186	0.9106016449048701	0.08130646847867054	0.03289924241494359	0.8998243144512384	2.282308275780815	2.2766615570513795	0.17712231800964456	0.12517452283932803	5.446996996885159	0.2488370148744927	3.39303427614259	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	11.0
