# BEAST v10.5.0
# Generated Fri Apr 10 10:16:14 BRT 2026 [seed=1775826973814]
# CDV_GTRG4_skygrid_relaxed_4traits.xml
state	host_1.rates.Carnivora.Primates	host_1.rates.Primates.Carnivora	host_1.indicators.Carnivora.Primates	host_1.indicators.Primates.Carnivora	host_1.nonZeroRates
0	1.0	1.0	1.0	1.0	2.0
10000	0.37713332341370454	0.29853537003463093	1.0	1.0	2.0
20000	0.30595419123974055	0.24107278222650613	1.0	1.0	2.0
30000	1.805913989823	3.330350742353683	1.0	1.0	2.0
40000	2.454983297535109	1.0845358843725317	1.0	1.0	2.0
50000	1.1817210337213304	1.1348251871269708	1.0	1.0	2.0
60000	0.3698288345160578	0.829221162468334	1.0	1.0	2.0
70000	0.3559919813825592	2.0980282498284577	1.0	1.0	2.0
80000	8.361916082782293E-4	4.381536972360471	1.0	1.0	2.0
90000	0.02976927663372533	0.5558220396287398	0.0	1.0	1.0
100000	0.6660926193899798	0.2584747396997396	1.0	1.0	2.0
110000	0.40811457578988286	1.1471356588916104	1.0	1.0	2.0
120000	1.7522436720883918	0.5067993157919748	1.0	1.0	2.0
130000	0.1506204122776576	0.21733877452634445	1.0	1.0	2.0
140000	0.8024779534080464	0.872811628416904	1.0	1.0	2.0
150000	0.45904586857112223	0.14494033709547507	1.0	1.0	2.0
160000	1.3088328467668173	0.6232580481038383	1.0	1.0	2.0
170000	3.761285330080907	0.804948603047692	1.0	1.0	2.0
180000	1.2470270713080016	1.7307801822226754	1.0	1.0	2.0
190000	0.16046543025724558	1.350596723831148	1.0	1.0	2.0
200000	2.8301790559796713	0.39594753221215756	1.0	1.0	2.0
210000	0.5406926584771772	0.5322241814574404	1.0	1.0	2.0
220000	1.846035158194493	0.32951734630305746	1.0	1.0	2.0
230000	0.39114693320725047	0.5101285493611907	1.0	1.0	2.0
240000	0.9131798905260247	0.9734559266933921	1.0	1.0	2.0
250000	1.2358577388704781	0.0649559475913206	1.0	1.0	2.0
260000	0.8837003767541717	1.8726582825951643	1.0	1.0	2.0
270000	0.03346801950874972	0.11168158135424139	1.0	1.0	2.0
280000	0.4475937042533495	0.10199929449090657	1.0	1.0	2.0
290000	1.1359230367809068	0.9798783339580777	1.0	1.0	2.0
300000	0.35367587098312314	2.5379499297831902	1.0	1.0	2.0
310000	1.0879645349379619	2.5812412306597525	1.0	1.0	2.0
320000	4.947654482203201	1.5020196866644102	1.0	1.0	2.0
330000	0.11426964086659258	0.5699244943318089	1.0	1.0	2.0
340000	2.2963049458060136	1.774731096957955	1.0	1.0	2.0
350000	1.3082502038744208	0.8388542673286393	1.0	1.0	2.0
360000	2.095914006929072	0.1041013604398025	1.0	1.0	2.0
370000	2.078626691697335	0.09266788958161404	1.0	1.0	2.0
380000	1.9499452677832323	2.6658323915190754	1.0	1.0	2.0
390000	0.7223266378840574	0.2892493077830638	1.0	1.0	2.0
400000	0.3730812549192381	0.11932696866182146	1.0	1.0	2.0
410000	1.0746458025619872	0.14808339273227453	1.0	1.0	2.0
420000	2.2660851038458274	0.15160438241270907	1.0	1.0	2.0
430000	2.5583480128847027	0.04202367385945962	0.0	1.0	1.0
440000	1.949963868854575	0.9867718829685858	0.0	1.0	1.0
450000	2.2756611465029106	1.1141468654379074	1.0	1.0	2.0
460000	0.2827876810095291	1.6445830678823723	1.0	1.0	2.0
470000	1.0774085688358566	0.10571553036127244	1.0	1.0	2.0
480000	0.6897552229826546	0.014360974045390737	1.0	1.0	2.0
490000	3.6589628384148507	0.047244058838588246	1.0	1.0	2.0
500000	1.5133815753381132	0.19813830358592233	1.0	1.0	2.0
510000	0.23776825477295171	0.09282448133991987	1.0	1.0	2.0
520000	0.6936279310833623	0.1759344892754477	1.0	1.0	2.0
530000	1.2409409129507727	0.5271268842868511	1.0	1.0	2.0
540000	0.35493955661587206	0.17641728267903473	0.0	1.0	1.0
550000	0.35466499282208935	0.5618192948686448	1.0	1.0	2.0
560000	0.8900077532827988	0.1834652575111035	1.0	1.0	2.0
570000	0.32557512332698985	0.502417294289007	1.0	1.0	2.0
580000	1.140398518253242	0.9815503062138738	1.0	1.0	2.0
590000	1.151093651978936	0.5487525437061369	1.0	1.0	2.0
600000	1.39668363390665	0.32159070572544945	1.0	1.0	2.0
610000	2.879495077696983	2.1973726696629714	1.0	1.0	2.0
620000	1.509150462484446	0.003943270395015186	1.0	1.0	2.0
630000	3.1256136801382373	1.8571947234105444	1.0	1.0	2.0
640000	1.442610025074719	1.7961367854755914	1.0	1.0	2.0
650000	0.6958177717422578	0.8532712079184246	1.0	1.0	2.0
660000	1.1460002416317083	0.5240869126537611	1.0	1.0	2.0
670000	1.5269806051541344	1.0494512887579905	1.0	1.0	2.0
680000	2.3359372696578835	0.8393032567035325	1.0	1.0	2.0
690000	1.6692247956838944	1.185734831380662	1.0	1.0	2.0
700000	0.006822612145512861	0.18960553192772986	0.0	1.0	1.0
710000	2.8423941780786564	1.0048841784963192	1.0	1.0	2.0
