# BEAST v10.5.0
# Generated Fri Apr 10 10:16:14 BRT 2026 [seed=1775826973814]
# CDV_GTRG4_skygrid_relaxed_4traits.xml
state	location_1.rates.Africa.Europe	location_1.rates.Africa.South America	location_1.rates.Europe.South America	location_1.rates.Europe.Africa	location_1.rates.South America.Africa	location_1.rates.South America.Europe	location_1.indicators.Africa.Europe	location_1.indicators.Africa.South America	location_1.indicators.Europe.South America	location_1.indicators.Europe.Africa	location_1.indicators.South America.Africa	location_1.indicators.South America.Europe	location_1.nonZeroRates
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
10000	0.09718469054761325	1.0875277661156006	2.4002097041153925	0.5687794018833011	0.08125595306088533	2.839820974191173	1.0	0.0	1.0	1.0	0.0	1.0	4.0
20000	0.8024144103089105	0.30316080349938207	1.1944924039069134	0.47522359676334036	1.7117716588327132	0.760556903086396	1.0	0.0	1.0	1.0	0.0	1.0	4.0
30000	0.10158602508057717	0.12470285925807834	0.9087069310084499	0.7083558495336579	0.5492845977656724	1.9425677492449454	0.0	1.0	1.0	1.0	0.0	1.0	4.0
40000	0.15080675098953927	0.47099637672872485	2.7223175180975194	0.22702391086820958	0.059362446151693185	0.20847777492205824	0.0	1.0	0.0	1.0	0.0	1.0	3.0
50000	0.6087220750587762	0.3157312853965064	1.0386382781897843	0.2559001691752835	3.7745842229880813	1.527010992385767	1.0	1.0	1.0	1.0	1.0	1.0	6.0
60000	2.0588598674605008	0.6007606770403514	0.4725207038051078	1.4685346562247514	0.5368906236812919	1.1969865695636233	0.0	0.0	1.0	1.0	1.0	1.0	4.0
70000	1.162112321764186	1.5251041830479477	0.08536376675021	0.3386126544784442	1.191334128556445	1.196611138871086	0.0	1.0	0.0	1.0	1.0	1.0	4.0
80000	0.24266400771020963	0.6364940219529858	2.252169321588298	0.7396553422909502	2.019053902239916	0.9179097602281884	1.0	1.0	1.0	1.0	1.0	1.0	6.0
90000	0.717098315773106	2.076155705846589	0.4909831105916453	1.9534828595809681	2.4020705452335482	0.8813502034370393	0.0	0.0	1.0	0.0	1.0	1.0	3.0
100000	0.18475986027589997	0.7865395001548647	0.2848940753498691	0.5543036731800167	0.9467608076995647	1.3191095336890823	0.0	0.0	1.0	0.0	1.0	1.0	3.0
110000	0.2124341905801314	0.11048095436876784	1.687099403925911	0.43679081412849335	0.4464976143275564	0.15875006404042996	1.0	0.0	0.0	1.0	1.0	1.0	4.0
120000	0.34573123116949783	0.8320036782081893	0.2393542220061138	0.7687915760707956	0.7265203744024866	0.6771261062237964	0.0	1.0	1.0	1.0	1.0	1.0	5.0
130000	2.953768407311243	1.0363491852811708	1.8940541736193854	0.7853801359020193	0.24536675745051492	1.3884214378096933	0.0	0.0	1.0	0.0	1.0	1.0	3.0
140000	0.26706818001482485	0.23772229896131036	0.513826831119397	0.7395499703384978	0.8078472583087983	0.49071365400926215	1.0	0.0	1.0	1.0	1.0	1.0	5.0
150000	0.07418880408561798	0.6446106964748525	0.9289398155565637	0.7215652496533201	0.6043558262538956	2.6886345800931593	1.0	1.0	0.0	1.0	1.0	1.0	5.0
160000	1.4344121129986451	1.3746889156152566	0.12058919502232462	0.5129127236631513	1.3437217196168056	2.290682388139136	1.0	1.0	1.0	1.0	1.0	1.0	6.0
170000	1.0909900070789995	0.230698357548002	0.418830808437835	0.3553154741671172	0.9499327836322499	2.015853544669928	1.0	1.0	0.0	1.0	1.0	1.0	5.0
180000	1.6046136296648816	0.0768257861705031	0.3263750331358813	0.2690978768268538	0.8043040851405587	0.8984666153447354	0.0	1.0	1.0	0.0	1.0	1.0	4.0
190000	1.0564275230763454	0.5436164735635817	0.4229378463762706	1.0729376237715547	0.7576805885429412	0.6655510261007583	0.0	0.0	1.0	0.0	1.0	1.0	3.0
200000	0.42523708726230364	1.928909063439261	2.5780865309573504	0.3041263302482719	0.5041797160556188	1.4063101987856317	0.0	0.0	0.0	1.0	1.0	1.0	3.0
210000	1.061586574063311	0.615380368873412	1.9170999660614296	1.0495248881575228	4.5939951256146845	2.2161208769707144	0.0	1.0	0.0	1.0	1.0	1.0	4.0
220000	1.005186741754433	0.24910915806419517	1.545315568196946	0.34698596344001137	1.651546061703827	0.2097262934734579	1.0	1.0	1.0	1.0	1.0	0.0	5.0
230000	0.08006562349368392	0.9885037258428729	0.07057591109131606	0.4979590395303506	0.6661899838268439	3.1061760721107046	0.0	1.0	1.0	0.0	1.0	1.0	4.0
240000	0.7135035440784891	0.5043449603557058	1.544420288156816	1.1794917500371567	0.3438221268233179	1.915720754962073	0.0	1.0	1.0	1.0	1.0	1.0	5.0
250000	0.5851374801726406	0.7358362785797387	0.3995870851361995	0.55701188089468	1.3706473445166392	3.2710398900373017	1.0	0.0	1.0	0.0	1.0	1.0	4.0
260000	0.210371084363006	1.2143572668521077	0.1318314091918945	0.4695106332951315	1.0480941595853193	0.4848879852020744	1.0	1.0	1.0	1.0	1.0	1.0	6.0
270000	0.4143506435150364	0.06863633050733028	0.48787438707675745	0.015317286361008074	0.46134913747046447	0.5663902693440038	1.0	0.0	1.0	1.0	1.0	0.0	4.0
280000	2.467114507853717	0.636992080019377	1.0237174952663926	0.3150353338578394	0.5272234082074583	0.2546921001733266	1.0	1.0	1.0	1.0	1.0	0.0	5.0
290000	1.1566337157653364	0.45448934049546674	0.08821604572803701	1.471347494939262	0.641164735815321	0.9755328857211987	1.0	0.0	1.0	0.0	1.0	1.0	4.0
300000	0.0925063474912685	0.20452237276668497	0.3115490071941242	0.37332818382359956	0.4242721559396436	0.6665257377231705	1.0	0.0	1.0	0.0	1.0	1.0	4.0
310000	0.1046226017391528	0.33336749574107644	0.30494234077930044	1.2157387421613648	0.581045719558973	1.5177747711184164	1.0	0.0	1.0	0.0	1.0	1.0	4.0
320000	0.19183356628572631	1.864935455881322	0.6680833077861352	0.1929884268263679	0.444545281766191	0.952071841278453	0.0	0.0	1.0	0.0	1.0	1.0	3.0
330000	1.3984882189406498	1.2097470841134614	0.9204222500735844	0.44241133309042907	0.3006525843167168	0.9674829022581304	1.0	1.0	1.0	0.0	1.0	1.0	5.0
340000	2.7580814330934724	0.33894343434018065	0.7288005176812056	0.004621506381755745	0.5576478954194608	1.2078979553943843	1.0	0.0	1.0	0.0	1.0	1.0	4.0
350000	0.8808952810170385	0.2652996062467327	3.4508577895529835	0.0011840188011277189	2.0864467462111245	0.4123793374806866	0.0	1.0	1.0	1.0	1.0	1.0	5.0
360000	0.28595868232795185	0.21509300511421045	0.10338402388928414	0.05667404607741313	0.0881333050135147	0.32379245497404463	0.0	1.0	1.0	0.0	1.0	1.0	4.0
370000	0.33583760513179645	0.6375284669111428	1.5172806432436747	2.2765449903571085E-4	1.8701170966089806	0.293154401423575	1.0	1.0	1.0	1.0	1.0	0.0	5.0
380000	0.2192500122685176	0.5891704108229263	0.7768106939413606	0.018276879770619876	0.8061051643744271	0.534562673846932	1.0	1.0	1.0	1.0	1.0	1.0	6.0
390000	0.08526335722574364	0.6383776093597466	0.6628409650335789	0.4259973841464366	0.25831251447176373	0.3379201714950242	1.0	1.0	1.0	1.0	1.0	1.0	6.0
400000	0.1398555279906361	1.9926913853873114	1.0054153304656508	0.03232472187243098	0.27078203372581094	0.8250754406143156	1.0	0.0	1.0	1.0	1.0	1.0	5.0
410000	2.149060242746398	0.12104748256060767	0.8358428841739174	1.5668312537702984	0.19262201713651095	0.07052604666976088	0.0	1.0	1.0	0.0	1.0	1.0	4.0
420000	0.023532233459659574	0.272754884113461	1.6498553592727938	0.549761261784269	0.8294315856734326	1.2390814651956188	1.0	1.0	1.0	1.0	1.0	1.0	6.0
430000	0.3310215585532242	0.40024558432399776	1.1795270176262151	0.14109169363337642	1.302877155130732	2.4676461555911584	1.0	1.0	1.0	0.0	1.0	1.0	5.0
440000	2.3855275177273296	1.3335575315473835	0.6397170259187588	0.43409880905526504	2.8998694320969642	2.3783377166988693	1.0	0.0	0.0	1.0	1.0	1.0	4.0
450000	0.7805002420498235	0.5689487769153858	0.0786567049358415	1.2721043073502056	1.8871931568900473	5.034507177577138	1.0	1.0	0.0	1.0	1.0	1.0	5.0
460000	0.9683760024715153	0.04852669895121973	0.45322075238242	0.39124810511256286	0.6743752629752707	1.3327837763942572	1.0	1.0	1.0	0.0	1.0	1.0	5.0
470000	0.5491973869653216	1.6159996495062936	0.4886113823048664	1.3860244569879616	1.4639889492435627	1.46051067473624	0.0	0.0	1.0	0.0	1.0	1.0	3.0
480000	0.10779428751272807	0.23627817477292573	0.4716679020795459	1.4989624036149376	2.4480630207801	2.7136363911460104	0.0	0.0	1.0	0.0	1.0	1.0	3.0
490000	0.7116269345657477	0.4540588380188551	1.1522680264071383	1.159554919407052	2.2175002079644592	1.3190104410920855	1.0	0.0	0.0	1.0	1.0	1.0	4.0
500000	0.3516568697625685	0.10250417592411777	0.40033142635275126	0.5871941517532334	0.5507316179359343	0.8373687672472863	1.0	1.0	1.0	0.0	1.0	1.0	5.0
510000	2.2080575555839816	0.030793800469629696	4.7042693026068765	1.109419592556222	0.9023145256469943	1.3900880039993386	1.0	0.0	1.0	0.0	1.0	1.0	4.0
520000	1.3243060029140192	0.0023702806258283824	0.362948778465994	0.30107933522579255	1.6858390544967172	0.4380349097726227	1.0	0.0	1.0	0.0	1.0	1.0	4.0
530000	0.43791323138058336	0.5196452785880422	0.6216662638620208	0.32410820527499806	0.18146285801213838	1.4925069475009858	1.0	0.0	1.0	0.0	1.0	1.0	4.0
540000	2.1559890412632585	1.6360692747288352	1.8064136244780196	0.9900208819802427	2.662101623485134	1.6634464358124723	0.0	1.0	0.0	1.0	1.0	1.0	4.0
550000	0.6316469992066124	1.6829888902508294	0.33542195488554893	1.9020366484408708	1.6975148300223286	0.5612762645055067	0.0	0.0	1.0	0.0	1.0	1.0	3.0
560000	0.182967672021356	0.42180229414631115	0.2119463831777917	0.5091542275536974	1.342455126945346	2.0112548707284295	1.0	0.0	1.0	0.0	1.0	1.0	4.0
570000	0.6067258028972833	0.010559435373750706	0.053197886999570745	0.7234693178012392	2.4996339038153352	0.9328798254059474	1.0	0.0	1.0	1.0	1.0	1.0	5.0
580000	0.20717220051639038	1.3547175928869806	3.15651774261986	0.08809412155368937	0.7979837517857762	2.0938001304745297	0.0	1.0	1.0	1.0	1.0	1.0	5.0
590000	0.03668172815286861	0.01016541216317904	1.6413358773034807	0.9241744167586959	1.9004909491412065	6.249589328168588	1.0	0.0	1.0	0.0	1.0	1.0	4.0
600000	0.05889288991579136	0.07128647423362941	0.8814151383155867	0.13003316932664588	0.8822360315220829	2.2020474067069777	0.0	1.0	1.0	0.0	1.0	0.0	3.0
610000	0.23193830747383942	0.045973521168944806	0.3050058577358913	3.5826903319959174	0.8896456984689576	0.9724183096664829	1.0	1.0	1.0	0.0	1.0	1.0	5.0
620000	1.4941032226845532	0.2370064715304644	0.8516545792375882	2.3715749325251783	2.011721012922695	0.5669086949856743	0.0	0.0	1.0	0.0	1.0	1.0	3.0
630000	0.03218240522676845	0.01894151277143559	0.4101950349509408	0.8695222476324632	0.08220723946856959	0.8079038207151329	0.0	1.0	1.0	0.0	1.0	1.0	4.0
640000	2.9977389348524697	0.182791173824309	0.8814582667182709	0.8242082228301263	0.5186277838967525	0.5985495915870079	0.0	0.0	1.0	0.0	1.0	1.0	3.0
650000	0.282185169270302	0.7579409355638695	0.4858787223106655	1.4992040764617736	0.9212194594575119	0.545421242193399	0.0	0.0	1.0	0.0	1.0	1.0	3.0
660000	1.1375712657873023	1.239962975303424	0.28442995284451134	0.04191315807531653	1.9750376016346216	1.2438845285613187	1.0	0.0	1.0	1.0	1.0	1.0	5.0
670000	1.4185028235682	1.716357598709152	0.416597633682515	1.1118974650092222	0.36411267510688045	2.1348232696479927	0.0	0.0	1.0	0.0	1.0	0.0	2.0
680000	0.962848828936972	0.1654382065144619	0.9545103054647457	0.21857182011640663	0.2876350896553084	0.2694901504390437	0.0	0.0	0.0	1.0	1.0	1.0	3.0
690000	0.20494718166001075	0.9501355772459708	0.6062324772038895	0.2716909012878559	2.641008798115164	2.670272379392148	0.0	1.0	0.0	1.0	1.0	1.0	4.0
700000	1.100641451762318	1.2056042332800316	2.34302755360812	0.19190809587751473	1.1145837408423325	1.5882617466269626	0.0	0.0	0.0	1.0	1.0	1.0	3.0
710000	1.22031845459608	1.2676378485176736	2.2376935386539296	2.170196458578068	0.39679128286475934	0.612921269879324	1.0	0.0	1.0	0.0	1.0	1.0	4.0
