# BEAST v10.5.0
# Generated Thu Apr 09 16:31:01 BRT 2026 [seed=1775763060804]
# CDV_GTRG4_skygrid_strict_4traits.xml
state	location_1.rates.Africa.Europe	location_1.rates.Africa.South America	location_1.rates.Europe.South America	location_1.rates.Europe.Africa	location_1.rates.South America.Africa	location_1.rates.South America.Europe	location_1.indicators.Africa.Europe	location_1.indicators.Africa.South America	location_1.indicators.Europe.South America	location_1.indicators.Europe.Africa	location_1.indicators.South America.Africa	location_1.indicators.South America.Europe	location_1.nonZeroRates
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
10000	1.1170585683060232	2.901930891457537	1.1068891212022258	0.034906373362606415	0.9834770523760066	3.6978985624357454	1.0	0.0	1.0	0.0	1.0	1.0	4.0
20000	0.8550354345901127	0.4877693008707194	1.423017007083168	0.008540037794228272	0.15052722962546808	0.9787535721545162	1.0	1.0	1.0	1.0	1.0	1.0	6.0
30000	0.057970734133227945	1.2306585053215264	0.3940066391514319	0.00817484743073049	0.2508683671683036	2.558889236305483	1.0	0.0	0.0	1.0	1.0	1.0	4.0
40000	0.4310593914462088	0.7565035915574979	1.6129267268363294	0.040194009456281085	0.10733801208012084	0.48674542667510345	1.0	0.0	0.0	1.0	1.0	1.0	4.0
50000	1.1277908079596792	0.4293765568558463	0.3357609981823649	0.615175321344008	1.4704576375068503	1.044343111204959	1.0	0.0	1.0	1.0	1.0	1.0	5.0
60000	2.5168736653974095	0.6650845352599204	0.5350087266830647	1.5279906709351119	0.20668498448633973	1.5138438622824155	1.0	1.0	1.0	1.0	1.0	1.0	6.0
70000	0.4997395085891957	4.541398023414653	0.7310482527502763	0.12997169504911624	2.6994491169032107	4.154142676936184	0.0	1.0	1.0	1.0	1.0	1.0	5.0
80000	0.09614505791355327	0.1832140907680728	1.0312224798698053	0.2074542807912316	0.7140164122410337	0.81143327157444	1.0	1.0	1.0	0.0	1.0	1.0	5.0
90000	1.5239457521357787	0.1430759623344693	0.1665398555285652	0.40787661375646445	0.8788026122654827	0.7487691372890666	0.0	0.0	1.0	0.0	1.0	0.0	2.0
100000	2.709617739590742	0.45307650888561735	0.02573229549124685	0.03374816125597757	0.3808611951196859	2.5733562245830814	1.0	0.0	1.0	1.0	1.0	1.0	5.0
110000	0.4971230146035776	0.3363645864669182	1.6194334681718403	0.14452425665224192	0.5138264314061481	0.5622522391500459	1.0	1.0	1.0	1.0	1.0	0.0	5.0
120000	3.0871390240915577	2.330704619615335	0.4052747668017655	1.2085903892704355	1.7488991103771654	1.0198336781504427	1.0	1.0	0.0	1.0	1.0	1.0	5.0
130000	0.7272163832315226	2.567313147320768	2.216555965997416	0.08199508981907912	0.3187852686657059	0.22807093016122917	0.0	0.0	1.0	0.0	1.0	0.0	2.0
140000	1.2263781611137599	1.7955836064953103	0.4780585881084343	0.5238093016522175	1.0278601845864264	0.2776072616180587	0.0	1.0	1.0	0.0	1.0	1.0	4.0
150000	0.33092744402131163	0.07589788557422772	0.9920954345100416	1.7439304711111077	2.043204222604921	1.5379823261394454	1.0	1.0	1.0	0.0	1.0	1.0	5.0
160000	0.8919211138882641	0.7462349025449606	0.17215496642848194	0.17902858098884597	0.5998865173281516	2.5313097684878016	1.0	0.0	1.0	0.0	1.0	1.0	4.0
