# BEAST v10.5.0
# Generated Thu Apr 09 11:53:39 BRT 2026 [seed=1775746417747]
# CDV_GTRG4_skygrid_strict_4traits.xml
state	host_1.rates.Carnivora.Primates	host_1.rates.Primates.Carnivora	host_1.indicators.Carnivora.Primates	host_1.indicators.Primates.Carnivora	host_1.nonZeroRates
1990000	1.1736238340589713	0.590761959495694	1.0	1.0	2.0
2000000	1.2809609944029476	0.04307371088684269	1.0	1.0	2.0
2010000	1.7153006186092932	1.7529987471082538	1.0	1.0	2.0
2020000	1.8008526093659678	0.4438696899174423	1.0	1.0	2.0
2030000	2.2477225161405463	0.34234844419555044	1.0	1.0	2.0
2040000	2.032536626962927	0.3001646653497883	1.0	1.0	2.0
2050000	2.4435155824233035	0.27111989688773763	1.0	1.0	2.0
2060000	0.3063814803035284	0.009491631553212393	1.0	1.0	2.0
2070000	0.9207709972793865	0.4781210033325266	1.0	1.0	2.0
2080000	1.1711570073533086	0.792058432246727	1.0	1.0	2.0
2090000	0.7279045138993423	0.3177342715296296	1.0	1.0	2.0
2100000	0.8705250167952129	0.06259266809623346	1.0	1.0	2.0
2110000	0.5369275259526274	0.47447490046465823	1.0	1.0	2.0
2120000	1.4656740841044378	0.15944594955595778	1.0	1.0	2.0
2130000	0.9267976308550219	0.20684777363850784	1.0	1.0	2.0
2140000	0.2921578914590208	0.23527747026425136	1.0	1.0	2.0
2150000	1.8586247746895683	0.5235115477462453	1.0	1.0	2.0
2160000	1.6046514041657092	0.6503285742297749	1.0	1.0	2.0
2170000	1.940236616333617	0.05758237116088701	1.0	1.0	2.0
2180000	0.6244393338243898	0.5737312684898045	1.0	1.0	2.0
2190000	1.8899961844290145	0.4928390816494226	1.0	1.0	2.0
2200000	0.5784674068504635	0.522948746419282	1.0	1.0	2.0
2210000	0.154486304987898	0.14685426610465568	1.0	1.0	2.0
2220000	0.4713192351342958	0.5941205380162453	1.0	1.0	2.0
2230000	2.13129297839249	1.4948347889794869	1.0	1.0	2.0
2240000	0.6750534660577759	0.028281971880318228	1.0	1.0	2.0
2250000	2.06078836274361	0.45550428515385755	1.0	1.0	2.0
2260000	0.07168163590146136	0.11760194214467964	1.0	1.0	2.0
2270000	0.6069029803643128	0.5246760403627581	1.0	1.0	2.0
2280000	2.176317393042941	0.004465650356219926	1.0	1.0	2.0
2290000	0.9898782119511838	0.6228212482339499	1.0	1.0	2.0
2300000	1.676234647576542	0.4791889636245963	1.0	1.0	2.0
2310000	1.1685598540180493	0.1877151240066997	1.0	1.0	2.0
2320000	1.1628214012850475	0.08559653243586818	1.0	1.0	2.0
2330000	0.9604704048933462	0.21588583359946684	1.0	1.0	2.0
2340000	1.195053878956313	0.34672298463731444	1.0	1.0	2.0
2350000	0.3384930553753103	0.7251795974564293	1.0	1.0	2.0
2360000	4.252383513947805	2.461929922969258	1.0	1.0	2.0
2370000	4.203614115021827	0.22242038071811346	1.0	1.0	2.0
2380000	2.2174852943793137	0.10484364069872998	1.0	1.0	2.0
2390000	4.92847859834215	0.636492188647851	1.0	1.0	2.0
2400000	0.26088861134671687	1.5862990556485836	1.0	1.0	2.0
2410000	0.3952275013127046	0.2229462211199843	1.0	1.0	2.0
2420000	0.9634475849056178	0.20294392288047708	1.0	1.0	2.0
2430000	2.5761795914379095	0.9935608043324679	1.0	1.0	2.0
2440000	0.4938327462842454	0.6543924738310137	1.0	1.0	2.0
2450000	0.5025971987658765	0.9180426407456745	1.0	1.0	2.0
2460000	0.44939308765655683	0.008800346113168963	1.0	1.0	2.0
2470000	4.268732629619653	0.14530198174789258	1.0	1.0	2.0
2480000	1.0063443657334479	0.6816873786783454	1.0	1.0	2.0
2490000	2.0003282709195265	0.3771428069425364	1.0	1.0	2.0
2500000	1.2052941193980409	0.16237029117703422	1.0	1.0	2.0
2510000	3.8025196452935637	0.5985798110478714	1.0	1.0	2.0
2520000	0.12291480331914298	0.21468707341931947	1.0	1.0	2.0
2530000	1.313238436862298	0.2890380872998555	1.0	1.0	2.0
2540000	1.752891066411277	0.043548026357504835	1.0	1.0	2.0
2550000	0.9027549207667751	0.45249464092094255	1.0	1.0	2.0
2560000	0.1885260356492296	0.25241250159151385	1.0	1.0	2.0
2570000	0.988114792654934	2.3747519701850512	1.0	1.0	2.0
2580000	0.2643447893642522	0.008700043126975912	1.0	1.0	2.0
2590000	0.5165099423166037	0.014953770375597118	1.0	1.0	2.0
2600000	0.4524210518910152	1.3834765087825214	1.0	1.0	2.0
2610000	1.9722111907990445	0.0062742651578711625	1.0	1.0	2.0
2620000	0.6097472245953645	1.305525913763331	1.0	1.0	2.0
